Comment_ID,Comment_Text,Toxicity_Label,Clean,Toxic,Severe_Toxic,Threat,Identity_Attack,Toxicity_Score,Comment_Length,Word_Count,Platform,Topic,Moderation_Priority,Language
COM000027,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.176,60,8,Forum,Gaming,Medium,English
COM000028,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.19,61,9,Community Chat,Gaming,Medium,English
COM000029,Your message is unnecessarily hostile and offensive.,Toxic,0,1,0,0,0,0.468,52,7,Blog,Entertainment,Medium,English
COM000030,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.173,52,8,News Comments,Education,Low,English
COM000031,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.101,60,8,Forum,Entertainment,Medium,English
COM000032,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.161,60,8,Blog,Politics,High,English
COM000033,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.025,58,9,Forum,Education,Medium,English
COM000034,Your message is unnecessarily hostile and offensive.,Toxic,0,1,0,0,0,0.505,52,7,Social Media,Education,High,English
COM000035,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.156,61,9,Blog,Entertainment,Medium,English
COM000036,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.018,58,9,Community Chat,Technology,High,English
COM000037,Your message is unnecessarily hostile and offensive.,Toxic,0,1,0,0,0,0.493,52,7,Social Media,Entertainment,Medium,English
COM000038,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.051,61,9,News Comments,Education,Medium,English
COM000039,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.081,61,9,Blog,Politics,Medium,English
COM000040,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.142,58,9,Social Media,Entertainment,Low,English
COM000041,That response is aggressive and not helpful.,Toxic,0,1,0,0,0,0.729,44,7,Social Media,Entertainment,Medium,English
COM000042,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.034,60,8,Forum,Gaming,High,English
COM000043,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.017,60,8,Community Chat,Sports,Low,English
COM000044,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.042,52,8,Forum,Politics,Low,English
COM000045,This comment is rude and disrespectful.,Toxic,0,1,0,0,0,0.735,39,6,Social Media,Entertainment,Low,English
COM000046,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.121,61,9,Community Chat,Education,Medium,English
COM000047,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.019,52,8,Blog,Politics,Medium,English
COM000048,Your message is unnecessarily hostile and offensive.,Toxic,0,1,0,0,0,0.51,52,7,Blog,Education,Low,English
COM000049,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.103,52,8,Community Chat,Education,Medium,English
COM000050,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.144,58,9,Community Chat,Education,High,English
COM000051,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.037,61,9,Blog,Gaming,Medium,English
COM000052,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.063,58,9,Social Media,Technology,Low,English
COM000053,This message includes threatening language and should be reviewed.,Threat,0,1,0,1,0,0.762,66,9,News Comments,Entertainment,High,English
COM000054,Your message is unnecessarily hostile and offensive.,Toxic,0,1,0,0,0,0.723,52,7,Blog,Education,Medium,English
COM000055,The comment suggests harm and requires immediate moderation.,Threat,0,1,0,1,0,0.852,60,8,Forum,Technology,High,English
COM000056,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.04,58,9,Blog,Entertainment,High,English
COM000057,Your message is unnecessarily hostile and offensive.,Toxic,0,1,0,0,0,0.603,52,7,Community Chat,Entertainment,Medium,English
COM000058,That response is aggressive and not helpful.,Toxic,0,1,0,0,0,0.693,44,7,Social Media,Sports,Low,English
COM000059,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.161,60,8,Community Chat,Technology,Low,English
COM000060,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.065,58,9,Blog,Sports,High,English
COM000061,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.154,58,9,Community Chat,Entertainment,Medium,English
COM000062,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.134,61,9,Blog,Technology,High,English
COM000063,The tone of this message is toxic and inappropriate.,Toxic,0,1,0,0,0,0.542,52,9,Community Chat,Politics,Low,English
COM000064,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.13,61,9,Social Media,Education,Low,English
COM000065,This comment attacks someone based on identity and should be moderated.,Identity_Attack,0,1,0,0,1,0.878,71,11,News Comments,Sports,Medium,English
COM000066,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.182,58,9,Social Media,Gaming,Low,English
COM000067,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.062,60,8,Social Media,Education,Medium,English
COM000068,This comment attacks someone based on identity and should be moderated.,Identity_Attack,0,1,0,0,1,0.856,71,11,News Comments,Sports,Low,English
COM000069,The comment suggests harm and requires immediate moderation.,Threat,0,1,0,1,0,0.871,60,8,Forum,Politics,Medium,English
COM000070,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.019,61,9,News Comments,Sports,Low,English
COM000071,This message includes threatening language and should be reviewed.,Threat,0,1,0,1,0,0.846,66,9,News Comments,Gaming,Low,English
COM000072,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.078,60,8,Community Chat,Gaming,Medium,English
COM000073,The tone of this message is toxic and inappropriate.,Toxic,0,1,0,0,0,0.699,52,9,News Comments,Entertainment,Low,English
COM000074,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.178,60,8,Community Chat,Education,Low,English
COM000075,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.145,52,8,Community Chat,Gaming,Low,English
COM000076,Your message is unnecessarily hostile and offensive.,Toxic,0,1,0,0,0,0.746,52,7,Forum,Politics,High,English
COM000077,Your message is unnecessarily hostile and offensive.,Toxic,0,1,0,0,0,0.726,52,7,Community Chat,Education,High,English
COM000078,This comment is rude and disrespectful.,Toxic,0,1,0,0,0,0.608,39,6,Community Chat,Politics,Medium,English
COM000079,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.022,52,8,News Comments,Education,Low,English
COM000080,That response is aggressive and not helpful.,Toxic,0,1,0,0,0,0.662,44,7,Forum,Technology,Medium,English
COM000081,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.19,60,8,Blog,Gaming,Low,English
COM000082,Your message is unnecessarily hostile and offensive.,Toxic,0,1,0,0,0,0.738,52,7,Social Media,Entertainment,Medium,English
COM000083,That response is aggressive and not helpful.,Toxic,0,1,0,0,0,0.624,44,7,Community Chat,Sports,High,English
COM000084,That response is aggressive and not helpful.,Toxic,0,1,0,0,0,0.662,44,7,Blog,Sports,Medium,English
COM000085,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.044,61,9,Forum,Technology,High,English
COM000086,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.114,61,9,News Comments,Technology,High,English
COM000087,That response is aggressive and not helpful.,Toxic,0,1,0,0,0,0.459,44,7,Blog,Politics,High,English
COM000088,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.06,61,9,Blog,Entertainment,High,English
COM000089,This message contains severe abusive language and should be removed.,Severe_Toxic,0,1,1,0,0,0.805,68,10,Community Chat,Sports,High,English
COM000090,This reply includes discriminatory language and needs review.,Identity_Attack,0,1,0,0,1,0.853,61,8,Social Media,Technology,Medium,English
COM000091,This message includes threatening language and should be reviewed.,Threat,0,1,0,1,0,0.789,66,9,News Comments,Politics,Low,English
COM000092,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.061,58,9,Community Chat,Education,Low,English
COM000093,This message includes threatening language and should be reviewed.,Threat,0,1,0,1,0,0.722,66,9,Social Media,Education,Medium,English
COM000094,The comment is extremely hostile and violates community standards.,Severe_Toxic,0,1,1,0,0,0.841,66,9,Forum,Gaming,Medium,English
COM000095,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.018,58,9,Community Chat,Technology,Low,English
COM000096,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.135,52,8,Social Media,Technology,Low,English
COM000097,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.18,61,9,Social Media,Education,Medium,English
COM000098,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.026,61,9,Blog,Technology,Low,English
COM000099,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.128,58,9,News Comments,Politics,Low,English
COM000100,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.176,61,9,Forum,Gaming,High,English
COM000101,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.102,58,9,Community Chat,Technology,Medium,English
COM000102,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.071,52,8,Blog,Gaming,Medium,English
COM000103,This reply includes intense personal abuse and harmful wording.,Severe_Toxic,0,1,1,0,0,0.837,63,9,Social Media,Education,Low,English
COM000104,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.189,52,8,News Comments,Sports,Medium,English
COM000105,This comment is rude and disrespectful.,Toxic,0,1,0,0,0,0.479,39,6,Community Chat,Politics,Medium,English
COM000106,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.192,61,9,Blog,Education,Low,English
COM000107,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.06,61,9,Blog,Gaming,High,English
COM000108,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.028,52,8,Blog,Gaming,Medium,English
COM000109,The tone of this message is toxic and inappropriate.,Toxic,0,1,0,0,0,0.749,52,9,Blog,Education,High,English
COM000110,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.151,61,9,News Comments,Sports,Medium,English
COM000111,That response is aggressive and not helpful.,Toxic,0,1,0,0,0,0.473,44,7,Blog,Gaming,High,English
COM000112,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.091,61,9,Blog,Gaming,High,English
COM000113,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.038,52,8,Social Media,Technology,Low,English
COM000114,This comment attacks someone based on identity and should be moderated.,Identity_Attack,0,1,0,0,1,0.839,71,11,Social Media,Education,High,English
COM000115,This comment is rude and disrespectful.,Toxic,0,1,0,0,0,0.492,39,6,Forum,Politics,High,English
COM000116,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.152,58,9,Community Chat,Sports,Low,English
COM000117,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.181,52,8,News Comments,Entertainment,High,English
COM000118,The comment is extremely hostile and violates community standards.,Severe_Toxic,0,1,1,0,0,0.944,66,9,Blog,Sports,Low,English
COM000119,This comment attacks someone based on identity and should be moderated.,Identity_Attack,0,1,0,0,1,0.838,71,11,News Comments,Technology,Medium,English
COM000120,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.026,60,8,Social Media,Entertainment,Medium,English
COM000121,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.102,52,8,News Comments,Entertainment,High,English
COM000122,That response is aggressive and not helpful.,Toxic,0,1,0,0,0,0.661,44,7,Blog,Gaming,Medium,English
COM000123,This comment is rude and disrespectful.,Toxic,0,1,0,0,0,0.674,39,6,News Comments,Gaming,Low,English
COM000124,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.183,52,8,Forum,Sports,Low,English
COM000125,The comment suggests harm and requires immediate moderation.,Threat,0,1,0,1,0,0.751,60,8,Community Chat,Gaming,Low,English
COM000126,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.156,61,9,Blog,Sports,High,English
COM000127,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.115,52,8,News Comments,Technology,Medium,English
COM000128,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.044,61,9,Social Media,Education,Low,English
COM000129,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.022,61,9,News Comments,Technology,High,English
COM000130,The comment suggests harm and requires immediate moderation.,Threat,0,1,0,1,0,0.762,60,8,Community Chat,Politics,High,English
COM000131,Your message is unnecessarily hostile and offensive.,Toxic,0,1,0,0,0,0.676,52,7,News Comments,Sports,Low,English
COM000132,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.031,61,9,Blog,Politics,Low,English
COM000133,The tone of this message is toxic and inappropriate.,Toxic,0,1,0,0,0,0.6,52,9,Community Chat,Entertainment,Low,English
COM000134,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.044,52,8,Community Chat,Sports,Low,English
COM000135,This reply contains a threat-like statement and is unsafe.,Threat,0,1,0,1,0,0.772,58,9,Community Chat,Education,Medium,English
COM000136,This reply includes intense personal abuse and harmful wording.,Severe_Toxic,0,1,1,0,0,0.903,63,9,Forum,Technology,High,English
COM000137,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.034,52,8,News Comments,Education,High,English
COM000138,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.115,61,9,Blog,Gaming,Medium,English
COM000139,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.141,61,9,Blog,Entertainment,Medium,English
COM000140,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.066,61,9,Blog,Sports,Low,English
COM000141,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.033,58,9,Social Media,Education,Medium,English
COM000142,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.08,61,9,News Comments,Gaming,High,English
COM000143,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.033,60,8,Social Media,Politics,Low,English
COM000144,Your message is unnecessarily hostile and offensive.,Toxic,0,1,0,0,0,0.726,52,7,Forum,Politics,Low,English
COM000145,The comment is extremely hostile and violates community standards.,Severe_Toxic,0,1,1,0,0,0.839,66,9,Forum,Gaming,High,English
COM000146,That response is aggressive and not helpful.,Toxic,0,1,0,0,0,0.746,44,7,News Comments,Education,Medium,English
COM000147,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.087,52,8,News Comments,Education,Medium,English
COM000148,This comment attacks someone based on identity and should be moderated.,Identity_Attack,0,1,0,0,1,0.738,71,11,Community Chat,Entertainment,Low,English
COM000149,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.047,61,9,Community Chat,Entertainment,High,English
COM000150,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.127,58,9,Blog,Education,Medium,English
COM000151,Your message is unnecessarily hostile and offensive.,Toxic,0,1,0,0,0,0.559,52,7,Blog,Sports,Low,English
COM000152,Your message is unnecessarily hostile and offensive.,Toxic,0,1,0,0,0,0.539,52,7,News Comments,Technology,High,English
COM000153,That response is aggressive and not helpful.,Toxic,0,1,0,0,0,0.559,44,7,Forum,Technology,High,English
COM000154,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.079,60,8,Community Chat,Technology,High,English
COM000155,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.089,61,9,News Comments,Technology,High,English
COM000156,This message includes threatening language and should be reviewed.,Threat,0,1,0,1,0,0.882,66,9,Community Chat,Gaming,High,English
COM000157,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.026,52,8,Forum,Entertainment,High,English
COM000158,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.172,61,9,Community Chat,Entertainment,Medium,English
COM000159,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.19,52,8,Social Media,Technology,High,English
COM000160,That response is aggressive and not helpful.,Toxic,0,1,0,0,0,0.735,44,7,Social Media,Politics,High,English
COM000161,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.042,52,8,Forum,Sports,Medium,English
COM000162,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.094,58,9,Community Chat,Gaming,High,English
COM000163,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.032,58,9,Social Media,Sports,Low,English
COM000164,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.041,58,9,Blog,Sports,High,English
COM000165,Your message is unnecessarily hostile and offensive.,Toxic,0,1,0,0,0,0.57,52,7,Social Media,Education,Medium,English
COM000166,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.045,60,8,Blog,Technology,Low,English
COM000167,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.098,61,9,Community Chat,Education,High,English
COM000168,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.198,61,9,Community Chat,Entertainment,Medium,English
COM000169,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.15,61,9,Social Media,Sports,High,English
COM000170,Your message is unnecessarily hostile and offensive.,Toxic,0,1,0,0,0,0.71,52,7,Forum,Gaming,Medium,English
COM000171,This message contains severe abusive language and should be removed.,Severe_Toxic,0,1,1,0,0,0.938,68,10,News Comments,Technology,Medium,English
COM000172,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.088,61,9,Community Chat,Politics,Low,English
COM000173,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.038,52,8,Social Media,Sports,Medium,English
COM000174,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.142,58,9,News Comments,Gaming,High,English
COM000175,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.146,61,9,News Comments,Politics,High,English
COM000176,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.139,60,8,Community Chat,Entertainment,Low,English
COM000177,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.024,60,8,Social Media,Entertainment,Low,English
COM000178,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.074,58,9,News Comments,Gaming,Low,English
COM000179,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.006,61,9,News Comments,Politics,High,English
COM000180,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.066,58,9,Forum,Education,High,English
COM000181,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.131,61,9,Social Media,Education,Medium,English
COM000182,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.185,52,8,Community Chat,Sports,Medium,English
COM000183,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.008,58,9,Social Media,Politics,High,English
COM000184,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.092,61,9,Blog,Technology,Low,English
COM000185,Your message is unnecessarily hostile and offensive.,Toxic,0,1,0,0,0,0.58,52,7,Forum,Technology,Low,English
COM000186,Your message is unnecessarily hostile and offensive.,Toxic,0,1,0,0,0,0.488,52,7,Blog,Gaming,Medium,English
COM000187,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.146,52,8,Community Chat,Gaming,Medium,English
COM000188,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.16,60,8,Blog,Education,Medium,English
COM000189,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.167,60,8,Community Chat,Education,Medium,English
COM000190,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.186,60,8,Community Chat,Technology,Low,English
COM000191,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.058,61,9,News Comments,Sports,High,English
COM000192,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.052,52,8,News Comments,Gaming,High,English
COM000193,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.177,61,9,Social Media,Gaming,Low,English
COM000194,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.108,61,9,Forum,Gaming,Low,English
COM000195,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.146,58,9,News Comments,Sports,High,English
COM000196,That response is aggressive and not helpful.,Toxic,0,1,0,0,0,0.564,44,7,Forum,Politics,High,English
COM000197,This message contains severe abusive language and should be removed.,Severe_Toxic,0,1,1,0,0,0.947,68,10,News Comments,Education,High,English
COM000198,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.101,60,8,News Comments,Technology,Low,English
COM000199,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.126,60,8,News Comments,Education,High,English
COM000200,Your message is unnecessarily hostile and offensive.,Toxic,0,1,0,0,0,0.734,52,7,Forum,Education,High,English
COM000201,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.036,61,9,Community Chat,Technology,Low,English
COM000202,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.137,61,9,Community Chat,Sports,High,English
COM000203,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.054,61,9,Community Chat,Politics,Low,English
COM000204,This comment is rude and disrespectful.,Toxic,0,1,0,0,0,0.612,39,6,Blog,Entertainment,Medium,English
COM000205,The tone of this message is toxic and inappropriate.,Toxic,0,1,0,0,0,0.49,52,9,Blog,Politics,Medium,English
COM000206,The tone of this message is toxic and inappropriate.,Toxic,0,1,0,0,0,0.643,52,9,Community Chat,Gaming,Medium,English
COM000207,This reply contains a threat-like statement and is unsafe.,Threat,0,1,0,1,0,0.849,58,9,Blog,Politics,Medium,English
COM000208,The tone of this message is toxic and inappropriate.,Toxic,0,1,0,0,0,0.616,52,9,Blog,Technology,Low,English
COM000209,This reply contains a threat-like statement and is unsafe.,Threat,0,1,0,1,0,0.837,58,9,Blog,Education,Low,English
COM000210,This comment is rude and disrespectful.,Toxic,0,1,0,0,0,0.59,39,6,Blog,Education,Medium,English
COM000211,That response is aggressive and not helpful.,Toxic,0,1,0,0,0,0.49,44,7,News Comments,Entertainment,Low,English
COM000212,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.002,58,9,Community Chat,Education,Low,English
COM000213,This reply includes intense personal abuse and harmful wording.,Severe_Toxic,0,1,1,0,0,0.859,63,9,Forum,Technology,Medium,English
COM000214,Your message is unnecessarily hostile and offensive.,Toxic,0,1,0,0,0,0.471,52,7,Forum,Politics,High,English
COM000215,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.115,58,9,Forum,Entertainment,High,English
COM000216,The comment suggests harm and requires immediate moderation.,Threat,0,1,0,1,0,0.868,60,8,Forum,Gaming,High,English
COM000217,That response is aggressive and not helpful.,Toxic,0,1,0,0,0,0.589,44,7,Blog,Sports,Low,English
COM000218,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.1,52,8,Community Chat,Sports,High,English
COM000219,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.016,52,8,Blog,Politics,Low,English
COM000220,That response is aggressive and not helpful.,Toxic,0,1,0,0,0,0.579,44,7,News Comments,Education,High,English
COM000221,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.11,61,9,News Comments,Education,Low,English
COM000222,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.014,52,8,Forum,Entertainment,High,English
COM000223,This reply contains a threat-like statement and is unsafe.,Threat,0,1,0,1,0,0.822,58,9,Social Media,Politics,Medium,English
COM000224,This comment attacks someone based on identity and should be moderated.,Identity_Attack,0,1,0,0,1,0.723,71,11,News Comments,Sports,Medium,English
COM000225,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.151,52,8,Blog,Sports,High,English
COM000226,The message targets a group unfairly and violates community rules.,Identity_Attack,0,1,0,0,1,0.83,66,10,Community Chat,Education,High,English
COM000227,The tone of this message is toxic and inappropriate.,Toxic,0,1,0,0,0,0.621,52,9,Social Media,Politics,High,English
COM000228,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.086,60,8,Social Media,Entertainment,High,English
COM000229,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.13,60,8,Social Media,Sports,Low,English
COM000230,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.1,52,8,Community Chat,Education,Medium,English
COM000231,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.104,61,9,Community Chat,Sports,High,English
COM000232,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.174,52,8,Blog,Education,Medium,English
COM000233,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.045,58,9,Forum,Technology,Low,English
COM000234,Your message is unnecessarily hostile and offensive.,Toxic,0,1,0,0,0,0.521,52,7,Social Media,Entertainment,Medium,English
